name,type,status,original_language,genres,origin_country,number_of_seasons,number_of_episodes,episode_run_time,vote_count,vote_average,popularity,first_air_date
Broken,Scripted,Ended,en,Drama,GB,1,6,60,32,6.922,6.987,2017-05-30
"Yes, Dear",Scripted,Ended,en,Comedy,US,6,122,22,32,6.656,14.945,2000-10-02
iPartment,Scripted,Ended,zh,"Comedy, Drama",CN,5,124,45,32,6.4,15.324,2009-08-05
One Captain,Miniseries,Ended,it,"Comedy, Drama",IT,1,6,40,32,6.547,3.269,2021-03-19
We're Here,Reality,Returning Series,en,Reality,US,3,20,60,32,6.4,4.191,2020-04-23
Criss Angel Mindfreak,Reality,Ended,en,Comedy,US,7,96,22,32,5.7,21.832,2005-07-20
Somebody Feed Phil,Scripted,Returning Series,en,Documentary,US,6,33,55,32,7.531,6.081,2018-01-12
My Roommate is a Cat,Scripted,Ended,ja,"Animation, Comedy, Drama",JP,1,12,24,32,8.0,11.354,2019-01-09
Little Bear,Scripted,Ended,en,"Animation, Family, Action & Adventure, Mystery, Drama","CA, CN",5,195,8,32,7.1,19.801,1995-11-06
Ojisan and Marshmallow,Scripted,Ended,ja,"Animation, Comedy",JP,1,12,4,32,8.0,3.422,2016-01-08
227,Scripted,Ended,en,Comedy,US,5,116,30,32,7.016,15.49,1985-09-14
Lincoln Heights,Scripted,Ended,en,"Drama, Family",US,4,43,60,32,9.2,6.512,2007-01-08
A Love So Beautiful,Scripted,Ended,zh,Comedy,CN,1,24,45,32,7.828,9.533,2017-11-09
Derrick,Scripted,Ended,de,"Drama, Crime",DE,25,281,60,32,6.531,50.98,1974-10-20
Gokusen,Scripted,Ended,ja,"Drama, Comedy",JP,3,33,45,32,8.078,17.135,2002-04-17
Message from Space: Galactic Wars,Scripted,Ended,ja,Sci-Fi & Fantasy,JP,1,27,30,32,8.234,5.348,1978-07-08
The Chemistry of Death,Scripted,Returning Series,en,Crime,GB,1,6,46,32,7.094,30.225,2023-01-12
Welcome to Wedding Hell,Scripted,Ended,ko,Drama,KR,1,12,35,32,7.594,5.463,2022-05-23
Saber Rider and the Star Sheriffs,Scripted,Ended,en,"Animation, Western, Action & Adventure, Sci-Fi & Fantasy",US,2,52,22,32,8.0,78.684,1987-09-14
On Becoming a God in Central Florida,Scripted,Canceled,en,Comedy,US,1,10,45,32,6.5,8.736,2019-08-25
To My Star,Scripted,Ended,ko,"Drama, Comedy",KR,2,19,14,32,7.3,9.63,2021-01-22
A Storm for Christmas,Miniseries,Ended,no,"Drama, Comedy",NO,1,6,30,32,6.984,7.813,2022-12-16
When the Weather Is Fine,Scripted,Ended,ko,Drama,KR,1,16,60,32,7.766,8.418,2020-02-24
The Bronze Garden,Scripted,Ended,es,"Drama, Crime",AR,3,24,60,31,7.4,13.847,2017-06-25
Hidden Love,Scripted,Ended,zh,Drama,CN,1,25,45,31,8.806,62.406,2023-06-20
Sherwood,Scripted,Returning Series,en,"Crime, Mystery",GB,1,6,58,31,7.21,7.328,2022-06-13
Eli Roth's History of Horror,Documentary,Returning Series,en,Documentary,US,3,19,42,31,6.484,8.394,2018-10-14
Don't Hug Me I'm Scared,Scripted,Returning Series,en,"Mystery, Animation",GB,1,6,132,31,8.4,6.778,2022-09-30
España dividida: la Guerra Civil en color,Documentary,Ended,es,Documentary,ES,1,4,45,31,7.0,1.426,2016-11-17
Save Me,Scripted,Ended,en,"Drama, Crime, Mystery",GB,2,12,50,31,6.387,9.71,2018-02-28
Mobile Suit Gundam SEED,Scripted,Ended,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy, War & Politics",JP,2,100,24,31,7.581,137.672,2002-10-05
Dicte,Scripted,Ended,da,"Crime, Drama",DK,3,30,43,31,7.3,11.614,2013-01-07
The Temptations,Miniseries,Ended,en,Drama,US,1,2,170,31,8.161,12.845,1998-11-01
Gimme Gimme Gimme,Scripted,Ended,en,Comedy,GB,3,18,25,31,7.065,5.26,1999-01-08
Zom 100: Bucket List of the Dead,Scripted,Returning Series,ja,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",JP,1,12,24,31,7.758,97.563,2023-07-09
Dating Naked,Reality,Returning Series,en,Reality,US,3,33,42,31,3.3,6.572,2014-07-17
The Man Show,Scripted,Ended,en,Comedy,US,6,116,30,31,6.258,69.096,1999-06-15
Man Down,Scripted,Ended,en,Comedy,GB,4,24,22,31,6.935,5.954,2013-10-18
Little Things,Scripted,Ended,hi,"Drama, Comedy",IN,4,29,20,31,7.6,4.871,2016-10-25
Big Brother Canada,Reality,Returning Series,en,Reality,CA,11,304,45,31,5.6,93.848,2013-02-27
Moesha,Scripted,Ended,en,"Comedy, Family",US,6,127,22,31,6.871,17.435,1996-01-23
9/11: One Day in America,Miniseries,Ended,en,Documentary,US,1,6,45,31,8.339,25.948,2021-08-29
I Just Killed My Dad,Miniseries,Ended,en,Documentary,US,1,3,45,31,7.435,4.274,2022-08-09
VR Troopers,Scripted,Ended,en,"Action & Adventure, Sci-Fi & Fantasy, Kids","JP, US",2,92,25,31,8.032,24.021,1994-09-03
Undercover,Scripted,Ended,bg,"Crime, Drama, Action & Adventure",BG,5,60,54,31,6.742,11.822,2011-04-17
Anne Frank: The Whole Story,Miniseries,Ended,en,Drama,US,1,2,180,31,7.797,7.767,2001-05-20
The Unlisted,Scripted,Canceled,en,"Family, Sci-Fi & Fantasy",AU,1,15,25,31,7.403,8.188,2019-09-15
Rebooting,Scripted,Ended,ja,"Comedy, Sci-Fi & Fantasy, Drama, Family",JP,1,10,55,31,8.9,11.645,2023-01-08
Chloe,Miniseries,Ended,en,"Mystery, Drama",GB,1,6,60,31,6.339,4.414,2022-02-06
Life on Earth,Documentary,Ended,en,Documentary,GB,1,13,55,31,9.0,4.309,1979-01-16
Flipper,Scripted,Ended,en,"Action & Adventure, Drama, Family",US,4,88,45,31,6.935,16.825,1995-10-02
Lupin the Third: The Woman Called Fujiko Mine,Scripted,Ended,ja,"Action & Adventure, Animation, Comedy, Drama, Crime",JP,1,13,23,31,7.5,14.259,2012-04-05
The Box,Scripted,Returning Series,sv,Drama,SE,1,7,30,31,6.4,6.637,2021-11-28
James Acaster: Repertoire,Miniseries,Ended,en,"Comedy, Talk",GB,1,4,50,31,7.984,5.819,2018-03-27
Mama June: From Not to Hot,Reality,Returning Series,en,Reality,US,6,82,42,31,8.806,21.125,2017-02-24
Tutankhamun,Miniseries,Ended,en,Drama,GB,1,4,45,31,6.4,4.402,2016-10-16
"Now and Then, Here and There",Scripted,Ended,ja,"Animation, Sci-Fi & Fantasy, War & Politics",JP,1,13,25,31,7.387,10.97,1999-10-14
Moonbeam City,Scripted,Canceled,en,"Animation, Comedy",US,1,10,23,31,5.5,7.402,2015-09-16
Running Wilde,Scripted,Canceled,en,Comedy,US,1,13,30,31,6.5,6.597,2010-09-21
The Emperor's Cook,Scripted,Ended,ja,Drama,JP,1,12,46,31,7.4,6.489,2015-04-26
Miss Marple: Nemesis,Miniseries,Ended,en,"Crime, Mystery",GB,1,2,51,31,7.258,6.664,1987-02-08
Back to the Future,Scripted,Canceled,en,"Animation, Sci-Fi & Fantasy",US,2,26,23,31,6.2,6.454,1991-09-14
Todd and the Book of Pure Evil,Scripted,Ended,en,"Comedy, Sci-Fi & Fantasy",CA,2,26,30,31,7.048,9.059,2010-09-29
Tremors,Scripted,Ended,en,"Comedy, Sci-Fi & Fantasy",US,1,13,60,31,6.2,6.271,2003-03-28
A.D. The Bible Continues,Miniseries,Ended,en,Drama,US,1,12,45,31,6.371,9.589,2015-04-05
Fred: The Show,Scripted,Canceled,en,Comedy,US,1,24,11,31,6.871,31.145,2012-02-05
Yarichin Bitch Club,Video,Ended,ja,"Animation, Comedy",JP,1,2,25,31,7.371,72.587,2018-09-21
Érase Una Vez,Scripted,Ended,es,"Drama, Mystery, Crime",MX,1,12,55,31,8.0,3.622,2017-10-02
The Voronins,Scripted,Ended,ru,Comedy,RU,24,552,24,31,6.5,21.875,2009-11-16
Who Wants to Be a Millionaire?,Scripted,Ended,en,Talk,US,10,1060,60,31,6.097,445.981,1999-08-16
Thunder in Paradise,Scripted,Canceled,en,Action & Adventure,US,1,22,42,31,6.742,29.229,1994-03-25
Mystery Road,Scripted,Ended,en,"Mystery, Drama",AU,2,12,50,31,7.081,5.057,2018-06-03
Law & Order: LA,Scripted,Canceled,en,"Crime, Drama",US,1,22,43,31,6.968,116.67,2010-09-29
Alert: Missing Persons Unit,Scripted,Returning Series,en,Drama,US,1,9,44,31,7.6,14.314,2023-01-08
The Brittas Empire,Scripted,Ended,en,Comedy,GB,8,57,30,31,6.4,13.752,1991-01-03
He Is Psychometric,Scripted,Ended,ko,"Comedy, Mystery, Sci-Fi & Fantasy, Drama",KR,1,16,59,31,7.565,6.352,2019-03-11
Rambo,Scripted,Ended,en,"Action & Adventure, Animation",US,1,65,30,31,6.3,124.613,1986-04-14
Karen Pirie,Scripted,Returning Series,en,Crime,GB,1,3,88,31,6.661,8.8,2022-09-25
Appropriate Adult,Miniseries,Ended,en,"Crime, Drama",GB,1,2,90,31,6.677,4.874,2011-09-04
The Confession,Miniseries,Ended,en,"Action & Adventure, Drama",US,1,10,7,31,7.258,3.947,2011-03-28
Maverick,Scripted,Ended,en,"Comedy, Western",US,5,124,60,31,7.1,200.065,1957-09-22
Aharen-san wa Hakarenai,Scripted,Ended,ja,"Animation, Comedy",JP,1,12,24,31,7.065,17.525,2022-04-02
I Know My First Name Is Steven,Miniseries,Ended,en,"Drama, Crime",US,1,2,90,31,6.742,4.585,1989-05-22
The Oath,Scripted,Ended,en,"Drama, Crime",US,2,18,45,31,6.758,11.102,2018-03-08
Apparitions,Scripted,Ended,en,"Mystery, Sci-Fi & Fantasy",GB,1,6,60,31,7.242,6.375,2008-11-13
Buddy Daddies,Scripted,Ended,ja,"Animation, Comedy, Action & Adventure, Crime",JP,1,12,24,31,8.2,20.101,2023-01-07
ChalkZone,Scripted,Ended,en,Animation,US,4,108,23,31,6.871,32.399,2002-03-22
W1A,Scripted,Ended,en,Comedy,GB,3,14,30,31,7.9,5.336,2014-03-19
The Makanai: Cooking for the Maiko House,Miniseries,Ended,ja,"Drama, Comedy",JP,1,9,43,31,7.5,8.823,2023-01-12
Dog & Scissors,Scripted,Ended,ja,"Animation, Comedy",JP,1,12,25,31,6.3,3.331,2013-07-01
The Winds of War,Miniseries,Ended,en,"War & Politics, Drama",US,1,7,126,31,7.516,7.776,1983-02-06
The Martian Chronicles,Miniseries,Ended,en,Sci-Fi & Fantasy,US,1,3,120,31,6.9,5.185,1980-01-15
Digimon Fusion,Scripted,Ended,ja,"Animation, Action & Adventure",JP,2,79,25,31,8.0,15.167,2010-07-06
Flowers of Evil,Scripted,Ended,ja,"Animation, Drama",JP,1,13,25,31,6.71,8.808,2013-04-05
South Pacific,Documentary,Ended,en,Documentary,GB,1,6,50,31,8.081,5.015,2009-05-10
Mrs. Fazilet and Her Daughters,Scripted,Ended,tr,"Drama, Family",TR,2,50,155,31,7.6,28.72,2017-03-25
Street Fighter II: V,Scripted,Ended,ja,Animation,JP,1,29,25,31,7.145,73.3,1995-04-10
Ashley Garcia: Genius in Love,Scripted,Canceled,en,Comedy,US,1,14,30,31,7.113,9.574,2020-02-17
Don Quijote de la Mancha,Scripted,Ended,es,"Action & Adventure, Animation, Comedy",ES,1,39,23,31,7.5,7.977,1979-10-06
Informer,Scripted,Ended,en,"Drama, Crime",GB,1,6,55,31,7.274,4.325,2018-10-16
The Final Cut,Miniseries,Ended,en,"Drama, Comedy, War & Politics",GB,1,4,206,31,7.71,4.461,1995-11-05
Myth & Mogul: John DeLorean,Miniseries,Ended,en,Documentary,US,1,3,45,31,6.7,4.92,2021-07-30
Scarecrow and Mrs. King,Scripted,Ended,en,"Action & Adventure, Drama",US,4,88,60,31,6.484,140.218,1983-10-03
Bosom Buddies,Scripted,Ended,en,Comedy,US,2,38,25,31,6.517,21.281,1980-11-27
Accidentally on Purpose,Scripted,Canceled,en,Comedy,US,1,18,30,31,5.6,21.859,2009-09-21
Blinded by the Lights,Miniseries,Ended,pl,"Crime, Drama",PL,1,8,55,31,7.645,6.396,2018-10-27
Watchmen: Motion Comic,Miniseries,Ended,en,"Animation, Drama, Sci-Fi & Fantasy, Mystery",US,1,12,25,31,7.726,3.957,2008-07-17
Awkwafina is Nora From Queens,Scripted,Returning Series,en,Comedy,US,3,27,23,31,7.4,10.27,2020-01-22
Elvis Presley: The Searcher,Documentary,Ended,en,Documentary,US,1,2,100,31,7.645,6.26,2018-04-14
Paris Police 1900,Miniseries,Ended,fr,"Drama, Crime",FR,1,8,54,31,6.9,6.488,2021-02-08
Richie Rich,Scripted,Canceled,en,"Family, Comedy, Kids, Drama",US,2,21,21,31,5.871,11.486,2015-02-20
Comedy Bang! Bang!,Scripted,Ended,en,"Comedy, Talk",US,5,110,22,31,6.323,241.081,2012-06-08
Ghost Hunt,Scripted,Ended,ja,"Animation, Drama, Mystery",JP,1,25,25,31,7.9,15.638,2006-10-03
Fuuka,Scripted,Ended,ja,"Animation, Drama",JP,1,12,24,31,6.9,7.041,2017-01-06
Naked Attraction,Scripted,Returning Series,en,Reality,GB,11,60,45,31,6.435,36.025,2016-07-25
Magpie Murders,Scripted,Returning Series,en,"Drama, Mystery",GB,1,6,44,31,7.097,8.161,2022-02-10
McGREGOR FOREVER,Miniseries,Ended,en,Documentary,US,1,4,200,31,7.952,7.092,2023-05-17
The Incredible Journey of Mary Bryant,Miniseries,Ended,en,Drama,"AU, GB",1,2,120,31,7.097,5.326,2005-10-30
"From Today, It's My Turn!!",Miniseries,Ended,ja,Comedy,JP,1,10,55,31,7.758,14.354,2018-10-14
1864,Miniseries,Ended,da,"Drama, War & Politics",DK,1,8,60,31,6.4,8.632,2014-10-12
Celebrity Family Feud,Scripted,Returning Series,en,Reality,US,9,90,42,31,7.968,22.481,2015-06-21
Dramaworld,Scripted,Ended,en,Drama,US,2,20,30,31,7.2,5.853,2016-04-17
Family Affair,Scripted,Ended,en,Comedy,US,5,138,20,31,6.581,85.069,1966-09-12
The Victims' Game,Scripted,Returning Series,zh,"Drama, Crime, Mystery",TW,1,8,64,31,7.4,5.274,2020-04-30
Total Divas,Reality,Ended,en,Reality,US,9,120,60,31,7.468,12.637,2013-07-28
LoliRock,Scripted,Canceled,fr,"Animation, Kids",FR,2,52,26,31,8.8,17.829,2014-10-18
Tempo final,Scripted,Ended,es,"Drama, Mystery",CO,3,54,60,31,6.6,4.661,2007-10-24
Mr. Hiiragi's Homeroom,Scripted,Ended,ja,"Crime, Drama, Mystery",JP,1,10,45,31,8.1,7.798,2019-01-06
A to Z,Scripted,Canceled,en,Comedy,US,1,13,22,31,6.7,5.821,2014-10-02
This Fool,Scripted,Returning Series,en,Comedy,US,2,20,30,31,8.3,10.489,2022-08-12
River of Passions,Scripted,Ended,es,"Soap, Drama",CO,1,61,60,31,6.8,16.263,2016-01-18
Dark Side of the Ring,Documentary,Returning Series,en,Documentary,US,4,40,44,31,8.323,7.041,2019-04-10
Chief Kim,Scripted,Ended,ko,"Comedy, Drama",KR,1,20,60,30,8.333,6.732,2017-01-25
Ashes of Love,Scripted,Ended,zh,"Drama, Comedy",CN,1,63,45,30,8.1,17.147,2018-08-02
Baretta,Scripted,Ended,en,"Crime, Drama, Mystery",US,4,83,60,30,6.5,54.535,1975-01-17
1994,Miniseries,Ended,it,Drama,IT,1,8,50,30,7.3,5.108,2019-10-04
Bad Vegan: Fame. Fraud. Fugitives.,Miniseries,Ended,en,"Documentary, Crime",US,1,4,47,30,6.3,4.348,2022-03-16
The Brak Show,Scripted,Ended,en,"Animation, Comedy","CA, US",3,28,15,30,7.333,5.008,2000-12-21
Doctor Lawyer,Scripted,Ended,ko,"Crime, Drama",KR,1,16,60,30,8.433,31.619,2022-06-03
How Do They Do It?,Documentary,Returning Series,en,Documentary,"CA, US, GB",17,287,22,30,7.567,26.365,2006-05-06
Sugar Rush,Scripted,Ended,en,"Drama, Comedy",GB,2,20,24,30,7.017,7.758,2005-06-07
Ku'damm 56 – Rebel With a Cause,Miniseries,Ended,de,"Comedy, Drama",DE,1,3,90,30,7.8,6.944,2016-03-20
The Time in Between,Scripted,Ended,es,"Action & Adventure, Drama",ES,1,11,80,30,7.167,7.423,2013-10-21
Scarlett,Miniseries,Ended,en,Drama,US,1,4,90,30,6.9,7.098,1994-11-13
Sideswiped,Scripted,Canceled,en,Comedy,US,1,8,25,30,7.1,3.446,2018-07-25
Life & Beth,Scripted,Returning Series,en,"Comedy, Drama",US,2,10,30,30,6.867,6.899,2022-03-18
Coppelion,Scripted,Ended,ja,"Animation, Drama, Sci-Fi & Fantasy",JP,1,13,25,30,7.267,3.644,2013-10-02
As If,Scripted,Returning Series,tr,Comedy,TR,4,42,40,30,8.483,6.557,2021-01-01
Blood & Oil,Scripted,Canceled,en,Drama,US,1,10,42,30,6.667,8.588,2015-09-27
Iris II,Miniseries,Ended,ko,"Drama, Action & Adventure, Crime",KR,1,20,60,30,7.7,6.651,2013-02-13
Silver Spoon,Scripted,Returning Series,ru,"Drama, Crime",RU,4,48,59,30,8.3,16.178,2014-12-15
Young Hercules,Scripted,Canceled,en,"Action & Adventure, Sci-Fi & Fantasy",US,1,50,21,30,5.8,17.978,1998-09-12
Cocomelon,Scripted,Returning Series,en,"Animation, Kids","US, GB",8,20,30,30,7.2,8.452,2020-05-31
When Supernatural Battles Became Commonplace,Scripted,Ended,ja,"Animation, Comedy",JP,1,12,25,30,5.867,12.144,2014-10-07
World on a Wire,Miniseries,Ended,de,"Drama, Sci-Fi & Fantasy, Mystery",DE,1,2,102,30,7.3,5.677,1973-10-14
Street Food: Asia,Documentary,Ended,en,Documentary,US,1,9,30,30,7.567,3.554,2019-04-26
Transformers: Rescue Bots,Scripted,Ended,en,"Action & Adventure, Animation, Kids, Sci-Fi & Fantasy",US,4,104,20,30,7.583,197.354,2012-02-18
The City and the City,Scripted,Ended,en,"Drama, Sci-Fi & Fantasy, Crime",GB,1,4,60,30,6.0,6.149,2018-04-06
Isabel,Miniseries,Ended,es,Drama,CL,1,3,55,30,6.6,2.613,2021-03-12
Complications,Scripted,Canceled,en,"Crime, Drama",US,1,10,43,30,6.417,5.641,2015-06-18
Doctor Doctor,Scripted,Ended,en,"Drama, Comedy",AU,5,48,50,30,7.3,14.121,2016-09-14
Unhappily Ever After,Scripted,Ended,en,Comedy,US,5,100,30,30,7.017,103.095,1995-01-11
"If It's for My Daughter, I'd Even Defeat a Demon Lord",Scripted,Ended,ja,Animation,JP,1,12,24,30,7.2,12.0,2019-07-04
100 Things to Do Before High School,Scripted,Ended,en,Comedy,US,1,25,23,30,7.5,26.637,2014-11-11
Back Street Girls -GOKUDOLS-,Scripted,Ended,ja,"Comedy, Animation",JP,1,10,24,30,6.0,7.926,2018-07-03
Him & Her,Scripted,Ended,en,Comedy,GB,4,25,30,30,7.5,4.765,2010-09-06
The Teacher,Scripted,Returning Series,pl,Crime,PL,3,26,55,30,7.3,27.819,2016-10-02
The Veil,Scripted,Ended,ko,"Mystery, Drama, Crime, Action & Adventure",KR,1,12,70,30,8.017,13.233,2021-09-17
Ground Floor,Scripted,Canceled,en,Comedy,US,2,20,20,30,7.2,6.559,2013-11-14
Monty Python: Almost the Truth (The Lawyer's Cut),Miniseries,Ended,en,"Documentary, Comedy",US,1,6,60,30,7.7,4.522,2009-10-18
The Crocodile Hunter,Scripted,Ended,en,"Documentary, Action & Adventure, Family",AU,8,87,44,30,7.633,14.552,1997-04-05
Dead End: Paranormal Park,Scripted,Canceled,en,"Animation, Kids",GB,2,20,26,30,8.433,11.718,2022-06-16
Valley of Tears,Scripted,Ended,he,"War & Politics, Drama",IL,1,10,45,30,7.85,4.249,2020-10-19
Planet Sheen,Scripted,Ended,en,"Animation, Comedy, Action & Adventure",US,1,50,30,30,4.5,5.156,2010-10-02
Live,Scripted,Ended,ko,"Drama, Crime, Comedy",KR,1,18,73,30,8.2,6.643,2018-03-10
School Rumble,Scripted,Ended,ja,"Animation, Comedy",JP,2,52,25,30,7.967,10.166,2004-10-05
The Adventures of Sinbad,Scripted,Canceled,en,"Action & Adventure, Sci-Fi & Fantasy",CA,2,44,43,30,7.065,39.497,1996-09-28
Who Rules The World,Scripted,Ended,zh,Drama,CN,1,40,42,30,7.4,12.856,2022-04-18
Dark Angel,Miniseries,Ended,en,"Crime, Drama, Mystery",GB,1,2,44,30,6.383,5.789,2016-10-31
Wizard Barristers,Scripted,Ended,ja,Animation,JP,1,12,25,30,7.3,5.104,2014-01-12
Paranormal Lockdown,Reality,Ended,en,"Reality, Documentary",US,4,36,44,30,8.067,5.821,2016-03-04
The Kapil Sharma Show,Talk Show,Returning Series,hi,"Comedy, Talk",IN,3,474,75,30,7.483,579.478,2016-04-23
BTS: Bon Voyage,Reality,Ended,ko,Reality,KR,4,32,45,30,7.033,24.337,2016-07-05
Knight Squad,Scripted,Ended,en,Comedy,US,2,29,24,30,8.5,7.99,2018-02-19
Spies of Warsaw,Miniseries,Ended,en,Drama,GB,1,2,90,30,6.6,3.859,2013-01-09
Based on a True Story,Scripted,Returning Series,en,"Comedy, Drama",US,1,8,45,30,7.767,14.85,2023-06-08
NTSF:SD:SUV::,Scripted,Ended,en,"Comedy, Action & Adventure",US,3,39,11,30,6.867,8.68,2011-07-21
Shots Fired,Scripted,Ended,en,"Crime, Drama",US,1,10,45,30,6.15,10.265,2017-03-22
The Mob Doctor,Scripted,Canceled,en,"Drama, Mystery",US,1,13,44,30,6.5,5.762,2012-09-17
Criminal Justice,Scripted,Ended,hi,"Crime, Mystery, Drama",IN,1,10,45,30,7.667,9.531,2019-04-05
The Game,Scripted,Ended,en,"Drama, Comedy",US,9,147,30,30,7.9,17.882,2006-10-01
Undergrads,Scripted,Ended,en,"Animation, Comedy","CA, US",1,13,30,30,7.9,3.574,2001-04-22
Rooftop Prince,Scripted,Ended,ko,"Comedy, Drama, Sci-Fi & Fantasy",KR,1,20,64,30,7.5,47.068,2012-03-21
Tsunami: The Aftermath,Scripted,Ended,en,Drama,US,1,2,90,30,6.183,6.763,2006-12-10
Alvinnn!!! and The Chipmunks,Scripted,Returning Series,en,Animation,"FR, US",6,214,11,30,7.333,189.893,2015-08-03
Aunty Donna's Big Ol House of Fun,Scripted,Ended,en,Comedy,AU,1,6,20,30,7.217,5.884,2020-11-11
Schooled,Scripted,Canceled,en,Comedy,US,2,34,22,30,6.817,11.461,2019-01-09
Accused,Scripted,Returning Series,en,"Crime, Drama",US,1,15,45,30,8.0,30.276,2023-01-22
Upstairs Downstairs,Scripted,Ended,en,Drama,GB,2,9,60,30,7.333,6.495,2010-12-26
Yu-Gi-Oh! Zexal,Scripted,Ended,ja,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",JP,1,146,25,30,6.833,186.318,2011-04-11
Parallel World Pharmacy,Scripted,Ended,ja,"Animation, Comedy, Sci-Fi & Fantasy",JP,1,12,24,30,7.1,16.121,2022-07-10
Comrade Detective,Scripted,Ended,en,"Action & Adventure, Comedy",US,1,6,40,30,6.717,2.872,2017-08-04
Dinosaur Train,Scripted,Returning Series,en,"Animation, Kids",US,5,200,11,30,6.333,27.76,2009-09-07
Netsuzou Trap -NTR-,Miniseries,Ended,ja,"Drama, Animation",JP,1,12,9,30,5.1,10.637,2017-07-05
A Grande Família,Scripted,Ended,pt,"Comedy, Family",BR,14,485,30,30,8.333,93.199,2001-03-29
Breadwinners,Scripted,Canceled,en,"Animation, Comedy, Kids, Action & Adventure, Sci-Fi & Fantasy",US,2,77,11,30,3.933,112.666,2014-02-17
Ultimate Beastmaster,Reality,Canceled,en,"Action & Adventure, Reality",US,3,29,50,30,6.117,9.953,2017-02-24
The Witch's Diner,Miniseries,Ended,ko,"Drama, Mystery, Sci-Fi & Fantasy",KR,1,8,44,30,7.5,7.769,2021-07-16
I Am Frankie,Scripted,Canceled,en,"Comedy, Drama, Sci-Fi & Fantasy",US,2,42,30,30,6.967,21.939,2017-09-04
Carter,Scripted,Ended,en,"Drama, Comedy, Mystery","CA, US",2,20,45,30,7.4,11.552,2018-05-15
Shtisel,Scripted,Ended,he,Drama,IL,3,33,50,30,8.5,12.571,2013-06-29
Yumi's Cells,Scripted,Ended,ko,"Comedy, Drama",KR,2,28,64,30,7.3,9.179,2021-09-17
The Lodge,Scripted,Ended,en,"Family, Drama, Mystery",GB,2,25,21,30,7.75,5.668,2016-09-23
Teachers,Scripted,Ended,en,Comedy,US,3,50,30,30,6.0,9.515,2016-01-13
My Love Mix-Up!,Scripted,Ended,ja,"Drama, Comedy",JP,1,10,23,30,7.867,6.675,2021-10-09
Super Monsters,Scripted,Ended,en,"Animation, Kids",CA,3,41,23,30,7.9,10.544,2017-10-13
Midnight at the Pera Palace,Scripted,Returning Series,tr,"Drama, Mystery, Crime",TR,1,8,45,30,7.138,6.215,2022-03-03
Kaiba,Miniseries,Ended,ja,"Animation, Sci-Fi & Fantasy, Drama, Mystery, Action & Adventure",JP,1,12,24,30,8.1,8.954,2008-04-11
A Black Lady Sketch Show,Scripted,Canceled,en,Comedy,US,4,24,27,30,7.3,8.934,2019-08-02
Born to Kill,Miniseries,Ended,en,"Drama, Crime",GB,1,4,48,30,7.3,5.272,2017-04-20
Alguien te mira,Scripted,Ended,es,"Soap, Mystery, Drama",CL,1,78,35,30,6.533,14.029,2007-04-30
Bad Girls,Scripted,Ended,en,Drama,GB,8,107,60,30,7.85,25.279,1999-06-01
The Perils of Penelope Pitstop,Scripted,Ended,en,"Animation, Kids, Family",US,1,17,21,30,5.7,15.875,1969-09-13
Another Self,Scripted,Ended,tr,Drama,TR,1,8,54,30,7.4,10.597,2022-07-28
HAPPYish,Scripted,Canceled,en,"Drama, Comedy",US,1,10,30,30,6.75,7.091,2015-04-26
Drop Kick on My Devil!!,Scripted,Ended,ja,"Comedy, Animation",JP,3,36,23,30,7.0,17.491,2018-07-10
Appare-Ranman!,Scripted,Ended,ja,"Animation, Action & Adventure",JP,1,13,24,30,7.1,8.677,2020-04-10
The Rising,Scripted,Canceled,en,"Crime, Sci-Fi & Fantasy",GB,1,8,50,30,6.683,14.413,2022-04-22
The Movies,Miniseries,Ended,en,Documentary,US,1,12,80,30,6.5,4.28,2019-07-07
Jealousy Incarnate,Scripted,Ended,ko,Comedy,KR,1,24,60,30,8.3,11.197,2016-08-24
Diabolik Lovers,Scripted,Ended,ja,"Animation, Drama, Mystery",JP,2,24,14,30,4.717,21.351,2013-09-16
The Millers,Scripted,Canceled,en,Comedy,US,2,34,22,30,5.8,6.442,2013-10-03
My Country: The New Age,Scripted,Ended,ko,"Drama, Action & Adventure",KR,1,16,70,30,7.4,36.789,2019-10-04
Hurts Like Hell,Scripted,Ended,th,"Drama, Documentary",TH,1,4,50,30,8.1,3.045,2022-07-13
Cold Justice,Documentary,Returning Series,en,"Crime, Mystery, Documentary",US,6,110,42,30,7.617,12.5,2013-09-03
Rise of the Teenage Mutant Ninja Turtles,Scripted,Canceled,en,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy, Family",US,2,70,11,30,6.467,103.579,2018-07-20
